trade_date,size_return,long_return,short_return,long_count,short_count,holdings_count,signal_date
2021-04-21,-0.005367935827873767,-0.0047977969722592445,0.0005701388556145228,851,851,1702,2021-04-20
2021-04-22,0.00010540125446740697,0.004379051205651161,0.004273649951183754,852,852,1704,2021-04-21
2021-04-23,-0.014411584125255424,-0.012515144046978148,0.0018964400782772763,852,852,1704,2021-04-22
2021-04-26,-0.0003416731325614252,-0.006601851973098822,-0.0062601788405373966,852,852,1704,2021-04-23
2021-04-27,-0.008868664364628631,-0.010856112954332853,-0.0019874485897042214,853,853,1706,2021-04-26
2021-04-28,-0.00917394124481396,-0.0016784779904254889,0.007495463254388471,853,853,1706,2021-04-27
2021-04-29,-0.0024844340376020194,-0.0015811780116241085,0.0009032560259779108,854,854,1708,2021-04-28
2021-04-30,-0.006701608588137723,-0.01063015091087058,-0.003928542322732857,854,854,1708,2021-04-29
2021-05-06,0.007402610958705595,0.0054726529487569885,-0.0019299580099486067,855,855,1710,2021-04-30
2021-05-07,0.015811455914227304,0.002220309908079418,-0.013591146006147886,855,855,1710,2021-05-06
2021-05-10,0.005236840765217321,0.00780792465114566,0.0025710838859283386,856,856,1712,2021-05-07
2021-05-11,0.008373419348530146,0.008838731785631949,0.00046531243710180316,856,856,1712,2021-05-10
2021-05-12,0.0015546993065570702,0.009016181062976254,0.007461481756419184,856,856,1712,2021-05-11
2021-05-13,0.012250189921379863,0.0021676238350033248,-0.010082566086376537,857,857,1714,2021-05-12
2021-05-14,-0.0039083080565390105,0.012798258586668916,0.016706566643207927,858,858,1716,2021-05-13
2021-05-17,-0.034079142416371916,-0.02346316506018949,0.010615977356182424,858,858,1716,2021-05-14
2021-05-18,0.004524041847689588,0.006712067519874569,0.002188025672184981,858,858,1716,2021-05-17
2021-05-19,0.0008905344652732581,-0.00012539652511960338,-0.0010159309903928614,859,859,1718,2021-05-18
2021-05-20,-0.004560918417168352,-0.005570257178451576,-0.0010093387612832242,859,859,1718,2021-05-19
2021-05-21,0.013769044283966716,0.006652153373616722,-0.007116890910349993,860,860,1720,2021-05-20
2021-05-24,0.0028988256146358785,0.007291768762366979,0.004392943147731101,860,860,1720,2021-05-21
2021-05-25,-0.014622935506333045,0.003125882639326043,0.01774881814565909,860,860,1720,2021-05-24
2021-05-26,0.007766481053440464,0.008454065997599566,0.000687584944159101,861,861,1722,2021-05-25
2021-05-27,-0.0011357013148313002,0.006957684587646823,0.008093385902478123,861,861,1722,2021-05-26
2021-05-28,-0.0017114724537677915,-0.004674136679551814,-0.0029626642257840224,862,862,1724,2021-05-27
2021-05-31,-0.003202996118716885,0.00910819769020258,0.012311193808919464,862,862,1724,2021-05-28
2021-06-01,0.009114385038153332,0.01100116301296915,0.0018867779748158173,863,863,1726,2021-05-31
2021-06-02,0.012404051450857878,0.0003776273996759707,-0.012026424051181907,863,863,1726,2021-06-01
2021-06-03,0.008765496418515706,0.0033966925814610137,-0.005368803837054693,864,864,1728,2021-06-02
2021-06-04,-0.005715539772856158,-0.00236888454702936,0.0033466552258267983,864,864,1728,2021-06-03
2021-06-07,0.005529374117084446,0.008597480604864828,0.003068106487780381,864,864,1728,2021-06-04
2021-06-08,0.016104854162704952,0.008017943134643822,-0.00808691102806113,865,865,1730,2021-06-07
